IU,Marikina City,Machinery and Equipment,Other Machinery and Equipment,1060599000,Television,Xitrix Computer Corporation,"Xitrix 55""",155HV435-0016727,"Xitrix TV 55"" LED 1080p, 2HDMI, USB HD Video Playback",65082,Unit ,Not working but repairable,Asset is Owned by LGU,"34,500.00",7/24/2015,10,Lauro Z. De Guzman,DepEd Bldg. A ,Automotive,1,N/A
IU,Marikina City,Machinery and Equipment,Other Machinery and Equipment,1060599000,4K Engine with Transmission,Toyota,4K,383464,4K Engine with Transmission,MHS-Auto-2018-001,Unit ,Operational and in good condition,DepED Regional Office,N/A,7/8/2018,10,Lauro Z. De Guzman,DepEd Bldg. A ,Automotive,1,
IU,Marikina City,Machinery and Equipment,Other Machinery and Equipment,1060599000,4K Engine with Transmission,Toyota,4K,142445,4K Engine with Transmission,MHS-Auto-2018-002,Unit ,Operational and in good condition,DepED Regional Office,N/A,7/8/2018,10,Lauro Z. De Guzman,DepEd Bldg. A ,Automotive,1,
IU,Marikina City,Machinery and Equipment,Other Machinery and Equipment,1060599000,Diesel Engine,Hyundai,Diesel EFI,D4CB3623261,Diesel Engine,MHS-Auto-2018-003,Unit ,Operational and in good condition,DepED Regional Office,N/A,7/8/2018,10,Lauro Z. De Guzman,DepEd Bldg. A ,Automotive,1,
IU,Marikina City,Machinery and Equipment,Other Machinery and Equipment,1060599000,Diesel Engine,Hyundai,Diesel EFI,D4CB2450237,Diesel Engine,MHS-Auto-2018-004,Unit ,Operational and in good condition,DepED Regional Office,N/A,7/8/2018,10,Lauro Z. De Guzman,DepEd Bldg. A ,Automotive,1,
IU,Marikina City,Machinery and Equipment,Other Machinery and Equipment,1060599000,Bread Display Showcase,Golden Outreach Trading & Cons.,N/A,N/A,"Stainless Steel, Curved Front,  Display Tempered Glass",56359,Unit ,Operational and in good condition,Asset is Owned by LGU,"90,750.00",8/2/2016,10,Lauro Z. De Guzman,DEpEd Bldg. C,Bread and Pastry Laboratory,2,
IU,Marikina City,Machinery and Equipment,Other Machinery and Equipment,1060599000,Freezer-Upright ,Fujidenzo,FU 120S,FU120S3201511150109,"12 cu. Ft.6 shelves bottom, drawer manual defrost, tempered glass cover, stainless steel cook top",58646,Unit ,Operational and in good condition,Asset is Owned by LGU,"28,740.00",1/29/2016,10,Lauro Z. De Guzman,DEpEd Bldg. C,Bread and Pastry Laboratory,2,
IU,Marikina City,Machinery and Equipment,Other Machinery and Equipment,1060599000,Planetary Mixer,N/A,N/A,N/A,"10 quartz, hook, paddle whip, extra stainless bowl",58648,Unit ,Operational and in good condition,Asset is Owned by LGU,"25,200.00",1/29/2016,10,Lauro Z. De Guzman,DepEd Bldg. C,Bread and Pastry Laboratory,2,
IU,Marikina City,Machinery and Equipment,Other Machinery and Equipment,1060599000,Spiral mixer,Traderrs,HS20,ZL201220511207,"8 kilos, 220 V complete attachments",58647,Unit ,Operational and in good condition,Asset is Owned by LGU,"42,000.00",1/29/2016,10,Lauro Z. De Guzman,DepEd Bldg. C,Bread and Pastry Laboratory,2,
IU,Marikina City,Machinery and Equipment,Other Machinery and Equipment,1060599000,Preparation Table with Sink & Shelves,IZER Gen. Merchandise,N/A,N/A,Stainless,63797,Pcs.,Operational and in good condition,Asset is Owned by LGU,"24,800.00",3/13/2017,10,Lauro Z. De Guzman,DEpEd Bldg. C,Bread and Pastry Laboratory,2,
IU,Marikina City,Machinery and Equipment,Other Machinery and Equipment,1060599000,Preparation Table with Sink & Shelves,IZER Gen. Merchandise,N/A,N/A,Stainless,63798,Pcs.,Operational and in good condition,Asset is Owned by LGU,"24,800.00",3/13/2017,10,Lauro Z. De Guzman,DepEd Bldg. C,Bread and Pastry Laboratory,2,
IU,Marikina City,Machinery and Equipment,Other Machinery and Equipment,1060599000,Stainless Work Table # 2,IZER Gen. Merchandise,N/A,N/A,"24""X24"" Stainless",63609,Pcs.,Operational and in good condition,Asset is Owned by LGU,"24,500.00",3/13/2017,10,Lauro Z. De Guzman,DEpEd Bldg. C,Bread and Pastry Laboratory,2,
IU,Marikina City,Machinery and Equipment,Other Machinery and Equipment,1060599000,Stainless Work Table # 2,IZER Gen. Merchandise,N/A,N/A,"24""X24"" Stainless",63610,Pcs.,Operational and in good condition,Asset is Owned by LGU,"24,500.00",3/13/2017,10,Lauro Z. De Guzman,DepEd Bldg. C,Bread and Pastry Laboratory,2,
IU,Marikina City,Machinery and Equipment,Other Machinery and Equipment,1060599000,Stove with Oven,White Westinghouse,WCG530K,64000214,White Westinghouse ( Black ),63663,Unit ,Operational and in good condition,Asset is Owned by LGU,"18,500.00",3/13/2017,10,Lauro Z. De Guzman,DEpEd Bldg. C,Bread and Pastry Laboratory,2,
